Repeat,VAR2,Point,VDS Voltage,VDS Current,VDS Time,VGS Voltage,VGS Current,VGS Time
1,4,36,3.53539E+000,2.59602E-003,1.91107E+000,4.00000E+000,3.85000E-009,1.91107E+000
1,4,37,3.63639E+000,2.59803E-003,1.91542E+000,4.00000E+000,-15.96000E-009,1.91542E+000
1,4,38,3.73740E+000,2.60000E-003,1.91888E+000,4.00000E+000,-7.85000E-009,1.91888E+000
1,4,39,3.83840E+000,2.60196E-003,1.92222E+000,4.00000E+000,10.30000E-009,1.92222E+000
1,4,40,3.93940E+000,2.60397E-003,1.92569E+000,4.00000E+000,14.72000E-009,1.92569E+000
1,4,41,4.04040E+000,2.60565E-003,1.92948E+000,4.00000E+000,-3.88000E-009,1.92948E+000
1,4,42,4.14140E+000,2.60749E-003,1.93280E+000,4.00000E+000,-18.56000E-009,1.93280E+000
1,4,43,4.24240E+000,2.60920E-003,1.93629E+000,3.99999E+000,-3.22000E-009,1.93629E+000
1,4,44,4.34340E+000,2.61084E-003,1.93957E+000,4.00000E+000,14.03000E-009,1.93957E+000
1,4,45,4.44440E+000,2.61249E-003,1.94285E+000,4.00000E+000,11.86000E-009,1.94285E+000
1,4,46,4.54550E+000,2.61406E-003,1.94609E+000,4.00000E+000,-3.59000E-009,1.94609E+000
1,4,47,4.64650E+000,2.61548E-003,1.94936E+000,4.00000E+000,-18.39000E-009,1.94936E+000
1,4,48,4.74750E+000,2.61693E-003,1.95262E+000,4.00000E+000,-4.88000E-009,1.95262E+000
1,4,49,4.84850E+000,2.61838E-003,1.95590E+000,4.00000E+000,11.86000E-009,1.95590E+000
1,4,50,4.94950E+000,2.61984E-003,1.95917E+000,4.00000E+000,13.91000E-009,1.95917E+000
1,4,51,5.05050E+000,2.62120E-003,1.96278E+000,4.00000E+000,-3.71000E-009,1.96278E+000
1,4,52,5.15150E+000,2.62248E-003,1.96613E+000,4.00000E+000,-18.45000E-009,1.96613E+000
1,4,53,5.25250E+000,2.62379E-003,1.96982E+000,4.00000E+000,-2.15000E-009,1.96982E+000
1,4,54,5.35350E+000,2.62519E-003,1.97322E+000,4.00000E+000,15.43000E-009,1.97322E+000
1,4,55,5.45450E+000,2.62645E-003,1.97651E+000,4.00000E+000,10.22000E-009,1.97651E+000
1,4,56,5.55560E+000,2.62766E-003,1.97998E+000,4.00000E+000,-5.55000E-009,1.97998E+000
1,4,57,5.65660E+000,2.62889E-003,1.98331E+000,4.00000E+000,-18.04000E-009,1.98331E+000
1,4,58,5.75760E+000,2.63007E-003,1.98652E+000,4.00000E+000,-2.00000E-009,1.98652E+000
1,4,59,5.85860E+000,2.63130E-003,1.98978E+000,4.00000E+000,15.02000E-009,1.98978E+000
1,4,60,5.95960E+000,2.63251E-003,1.99306E+000,4.00000E+000,10.65000E-009,1.99306E+000
1,4,61,6.06059E+000,2.63353E-003,1.99633E+000,4.00000E+000,-4.62000E-009,1.99633E+000
1,4,62,6.16160E+000,2.63468E-003,1.99956E+000,4.00000E+000,-18.71000E-009,1.99956E+000
1,4,63,6.26260E+000,2.63593E-003,2.00283E+000,3.99999E+000,-4.07000E-009,2.00283E+000
1,4,64,6.36360E+000,2.63697E-003,2.00611E+000,4.00000E+000,13.13000E-009,2.00611E+000
1,4,65,6.46460E+000,2.63815E-003,2.00943E+000,4.00000E+000,12.51000E-009,2.00943E+000
1,4,66,6.56570E+000,2.63923E-003,2.01291E+000,4.00000E+000,-4.24000E-009,2.01291E+000
1,4,67,6.66670E+000,2.64027E-003,2.01625E+000,4.00000E+000,-18.72000E-009,2.01625E+000
1,4,68,6.76770E+000,2.64137E-003,2.01960E+000,4.00000E+000,-3.61000E-009,2.01960E+000
1,4,69,6.86870E+000,2.64247E-003,2.02310E+000,4.00000E+000,14.99000E-009,2.02310E+000
1,4,70,6.96969E+000,2.64351E-003,2.02642E+000,4.00000E+000,10.45000E-009,2.02642E+000
1,4,71,7.07070E+000,2.64447E-003,2.02993E+000,4.00000E+000,-5.36000E-009,2.02993E+000
1,4,72,7.17169E+000,2.64549E-003,2.03324E+000,4.00000E+000,-18.57000E-009,2.03324E+000
1,4,73,7.27270E+000,2.64660E-003,2.03645E+000,4.00000E+000,-2.43000E-009,2.03645E+000
1,4,74,7.37370E+000,2.64758E-003,2.03966E+000,4.00000E+000,14.29000E-009,2.03966E+000
1,4,75,7.47471E+000,2.64860E-003,2.04292E+000,4.00000E+000,11.64000E-009,2.04292E+000
1,4,76,7.57580E+000,2.64951E-003,2.04620E+000,4.00000E+000,-3.93000E-009,2.04620E+000
1,4,77,7.67680E+000,2.65047E-003,2.04944E+000,4.00000E+000,-18.45000E-009,2.04944E+000
1,4,78,7.77780E+000,2.65136E-003,2.05265E+000,3.99999E+000,-4.86000E-009,2.05265E+000
1,4,79,7.87880E+000,2.65242E-003,2.05591E+000,4.00000E+000,11.65000E-009,2.05591E+000
1,4,80,7.97980E+000,2.65343E-003,2.05928E+000,4.00000E+000,13.49000E-009,2.05928E+000
1,4,81,8.08080E+000,2.65432E-003,2.06277E+000,4.00000E+000,-3.39000E-009,2.06277E+000
1,4,82,8.18180E+000,2.65534E-003,2.06618E+000,4.00000E+000,-18.49000E-009,2.06618E+000
1,4,83,8.28279E+000,2.65615E-003,2.06982E+000,4.00000E+000,-2.44000E-009,2.06982E+000
1,4,84,8.38380E+000,2.65712E-003,2.07330E+000,4.00000E+000,15.73000E-009,2.07330E+000
1,4,85,8.48480E+000,2.65811E-003,2.07663E+000,4.00000E+000,10.09000E-009,2.07663E+000
1,4,86,8.58590E+000,2.65890E-003,2.08027E+000,4.00000E+000,-7.28000E-009,2.08027E+000
1,4,87,8.68690E+000,2.65963E-003,2.10683E+000,4.00000E+000,16.04000E-009,2.10683E+000
1,4,88,8.78790E+000,2.66051E-003,2.12269E+000,4.00000E+000,12.17000E-009,2.12269E+000
1,4,89,8.88890E+000,2.66140E-003,2.12602E+000,4.00000E+000,13.28000E-009,2.12602E+000
1,4,90,8.98990E+000,2.66227E-003,2.12942E+000,4.00000E+000,-3.31000E-009,2.12942E+000
1,4,91,9.09090E+000,2.66319E-003,2.13291E+000,4.00000E+000,-18.67000E-009,2.13291E+000
1,4,92,9.19190E+000,2.66418E-003,2.13654E+000,4.00000E+000,-2.16000E-009,2.13654E+000
1,4,93,9.29290E+000,2.66515E-003,2.13990E+000,4.00000E+000,15.26000E-009,2.13990E+000
1,4,94,9.39390E+000,2.66605E-003,2.14334E+000,4.00000E+000,10.14000E-009,2.14334E+000
1,4,95,9.49490E+000,2.66687E-003,2.14662E+000,4.00000E+000,-5.26000E-009,2.14662E+000
1,4,96,9.59600E+000,2.66780E-003,2.14984E+000,4.00000E+000,-18.99000E-009,2.14984E+000
1,4,97,9.69700E+000,2.66885E-003,2.15304E+000,4.00000E+000,-3.30000E-009,2.15304E+000
1,4,98,9.79800E+000,2.66986E-003,2.15623E+000,4.00000E+000,13.46000E-009,2.15623E+000
1,4,99,9.89900E+000,2.67076E-003,2.15951E+000,4.00000E+000,12.21000E-009,2.15951E+000
1,4,100,10.00000E+000,2.67181E-003,2.16287E+000,4.00000E+000,-3.70000E-009,2.16287E+000
1,5,1,400.00000E-009,160.00000E-009,2.41140E+000,5.00000E+000,3.25000E-009,2.41140E+000
1,5,2,101.01020E-003,369.22000E-006,2.41504E+000,5.00000E+000,-15.84000E-009,2.41504E+000
1,5,3,202.01940E-003,721.60000E-006,2.41841E+000,5.00000E+000,-10.46000E-009,2.41841E+000
1,5,4,303.03000E-003,1.05767E-003,2.42205E+000,5.00000E+000,6.44000E-009,2.42205E+000
1,5,5,404.04000E-003,1.37716E-003,2.42544E+000,5.00000E+000,16.68000E-009,2.42544E+000
1,5,6,505.05100E-003,1.67986E-003,2.42879E+000,5.00000E+000,-860.00000E-012,2.42879E+000
1,5,7,606.06000E-003,1.96584E-003,2.43252E+000,5.00000E+000,-16.40000E-009,2.43252E+000
1,5,8,707.07000E-003,2.23479E-003,2.43681E+000,5.00000E+000,-1.44000E-009,2.43681E+000
1,5,9,808.08000E-003,2.48676E-003,2.44077E+000,5.00000E+000,15.53000E-009,2.44077E+000
1,5,10,909.08900E-003,2.72136E-003,2.44496E+000,5.00000E+000,2.00000E-009,2.44496E+000
1,5,11,1.01010E+000,2.93858E-003,2.44862E+000,5.00000E+000,-16.66000E-009,2.44862E+000
1,5,12,1.11111E+000,3.13829E-003,2.45187E+000,5.00000E+000,-10.52000E-009,2.45187E+000
1,5,13,1.21212E+000,3.32058E-003,2.45507E+000,5.00000E+000,4.70000E-009,2.45507E+000
1,5,14,1.31313E+000,3.48529E-003,2.45827E+000,5.00000E+000,18.48000E-009,2.45827E+000
1,5,15,1.41414E+000,3.63246E-003,2.46277E+000,5.00000E+000,-2.73000E-009,2.46277E+000
1,5,16,1.51515E+000,3.76252E-003,2.46600E+000,5.00000E+000,-17.20000E-009,2.46600E+000
1,5,17,1.61616E+000,3.87574E-003,2.46939E+000,5.00000E+000,-5.62000E-009,2.46939E+000
1,5,18,1.71717E+000,3.97275E-003,2.47268E+000,5.00000E+000,11.30000E-009,2.47268E+000
1,5,19,1.81818E+000,4.05432E-003,2.47599E+000,5.00000E+000,14.54000E-009,2.47599E+000
1,5,20,1.91919E+000,4.12165E-003,2.47931E+000,5.00000E+000,-2.37000E-009,2.47931E+000
1,5,21,2.02020E+000,4.17636E-003,2.48275E+000,5.00000E+000,-17.72000E-009,2.48275E+000
1,5,22,2.12120E+000,4.22016E-003,2.48627E+000,5.00000E+000,-4.49000E-009,2.48627E+000
1,5,23,2.22220E+000,4.25489E-003,2.48993E+000,5.00000E+000,14.69000E-009,2.48993E+000
1,5,24,2.32320E+000,4.28229E-003,2.49331E+000,5.00000E+000,10.45000E-009,2.49331E+000
1,5,25,2.42420E+000,4.30417E-003,2.49671E+000,5.00000E+000,-5.01000E-009,2.49671E+000
1,5,26,2.52530E+000,4.32190E-003,2.50012E+000,5.00000E+000,-18.59000E-009,2.50012E+000
1,5,27,2.62629E+000,4.33653E-003,2.50332E+000,5.00000E+000,-2.50000E-009,2.50332E+000
1,5,28,2.72730E+000,4.34887E-003,2.50659E+000,5.00000E+000,14.46000E-009,2.50659E+000
1,5,29,2.82830E+000,4.35937E-003,2.50987E+000,5.00000E+000,11.12000E-009,2.50987E+000
1,5,30,2.92929E+000,4.36832E-003,2.51309E+000,5.00000E+000,-3.98000E-009,2.51309E+000
1,5,31,3.03030E+000,4.37635E-003,2.51630E+000,5.00000E+000,-18.45000E-009,2.51630E+000
1,5,32,3.13130E+000,4.38343E-003,2.51949E+000,5.00000E+000,-5.04000E-009,2.51949E+000
1,5,33,3.23230E+000,4.38989E-003,2.52276E+000,5.00000E+000,11.56000E-009,2.52276E+000
1,5,34,3.33330E+000,4.39578E-003,2.52604E+000,5.00000E+000,14.23000E-009,2.52604E+000
1,5,35,3.43430E+000,4.40109E-003,2.52938E+000,5.00000E+000,-2.46000E-009,2.52938E+000
1,5,36,3.53539E+000,4.40599E-003,2.53291E+000,5.00000E+000,-18.39000E-009,2.53291E+000
1,5,37,3.63640E+000,4.41066E-003,2.53625E+000,5.00000E+000,-4.80000E-009,2.53625E+000
1,5,38,3.73740E+000,4.41501E-003,2.53981E+000,5.00000E+000,13.96000E-009,2.53981E+000
1,5,39,3.83840E+000,4.41904E-003,2.54324E+000,5.00000E+000,10.90000E-009,2.54324E+000
1,5,40,3.93940E+000,4.42277E-003,2.54656E+000,5.00000E+000,-4.57000E-009,2.54656E+000
1,5,41,4.04040E+000,4.42648E-003,2.55006E+000,5.00000E+000,-18.80000E-009,2.55006E+000
1,5,42,4.14140E+000,4.42992E-003,2.55328E+000,5.00000E+000,-2.95000E-009,2.55328E+000
1,5,43,4.24240E+000,4.43330E-003,2.55649E+000,5.00000E+000,13.95000E-009,2.55649E+000
1,5,44,4.34340E+000,4.43637E-003,2.55975E+000,5.00000E+000,11.95000E-009,2.55975E+000
1,5,45,4.44440E+000,4.43953E-003,2.56302E+000,5.00000E+000,-3.59000E-009,2.56302E+000
1,5,46,4.54550E+000,4.44222E-003,2.56631E+000,5.00000E+000,-18.41000E-009,2.56631E+000
1,5,47,4.64650E+000,4.44517E-003,2.56957E+000,5.00000E+000,-4.88000E-009,2.56957E+000
1,5,48,4.74750E+000,4.44772E-003,2.57285E+000,5.00000E+000,11.95000E-009,2.57285E+000
1,5,49,4.84850E+000,4.45036E-003,2.57622E+000,5.00000E+000,13.27000E-009,2.57622E+000
1,5,50,4.94950E+000,4.45292E-003,2.57954E+000,5.00000E+000,-2.84000E-009,2.57954E+000
1,5,51,5.05050E+000,4.45539E-003,2.58306E+000,5.00000E+000,-18.46000E-009,2.58306E+000
1,5,52,5.15150E+000,4.45707E-003,2.61028E+000,5.00000E+000,10.01000E-009,2.61028E+000
1,5,53,5.25250E+000,4.45895E-003,2.62673E+000,5.00000E+000,10.39000E-009,2.62673E+000
1,5,54,5.35350E+000,4.46131E-003,2.63102E+000,5.00000E+000,-11.53000E-009,2.63102E+000
1,5,55,5.45450E+000,4.46338E-003,2.63444E+000,5.00000E+000,-14.61000E-009,2.63444E+000
1,5,56,5.55559E+000,4.46550E-003,2.63779E+000,5.00000E+000,2.07000E-009,2.63779E+000
1,5,57,5.65660E+000,4.46762E-003,2.64100E+000,5.00000E+000,16.17000E-009,2.64100E+000
1,5,58,5.75760E+000,4.46970E-003,2.64426E+000,5.00000E+000,6.96000E-009,2.64426E+000
1,5,59,5.85860E+000,4.47165E-003,2.64757E+000,5.00000E+000,-11.03000E-009,2.64757E+000
1,5,60,5.95960E+000,4.47358E-003,2.65078E+000,5.00000E+000,-16.30000E-009,2.65078E+000
1,5,61,6.06060E+000,4.47555E-003,2.65399E+000,5.00000E+000,850.00000E-012,2.65399E+000
1,5,62,6.16160E+000,4.47727E-003,2.65726E+000,5.00000E+000,16.07000E-009,2.65726E+000
1,5,63,6.26260E+000,4.47909E-003,2.66054E+000,5.00000E+000,9.31000E-009,2.66054E+000
1,5,64,6.36360E+000,4.48083E-003,2.66376E+000,5.00000E+000,-6.38000E-009,2.66376E+000
1,5,65,6.46460E+000,4.48255E-003,2.66696E+000,5.00000E+000,-18.04000E-009,2.66696E+000
1,5,66,6.56570E+000,4.48422E-003,2.67058E+000,5.00000E+000,420.00000E-012,2.67058E+000
1,5,67,6.66670E+000,4.48600E-003,2.67391E+000,5.00000E+000,16.17000E-009,2.67391E+000
1,5,68,6.76770E+000,4.48764E-003,2.67733E+000,5.00000E+000,8.84000E-009,2.67733E+000
1,5,69,6.86869E+000,4.48913E-003,2.68090E+000,5.00000E+000,-10.80000E-009,2.68090E+000
1,5,70,6.96970E+000,4.49078E-003,2.68434E+000,5.00000E+000,-15.24000E-009,2.68434E+000
1,5,71,7.07070E+000,4.49232E-003,2.68770E+000,5.00000E+000,1.86000E-009,2.68770E+000
1,5,72,7.17170E+000,4.49394E-003,2.69110E+000,5.00000E+000,16.62000E-009,2.69110E+000
1,5,73,7.27270E+000,4.49548E-003,2.69438E+000,5.00000E+000,6.19000E-009,2.69438E+000
1,5,74,7.37370E+000,4.49694E-003,2.69766E+000,5.00000E+000,-11.37000E-009,2.69766E+000
1,5,75,7.47470E+000,4.49845E-003,2.70090E+000,5.00000E+000,-15.79000E-009,2.70090E+000
1,5,76,7.57580E+000,4.49990E-003,2.70412E+000,5.00000E+000,1.24000E-009,2.70412E+000
1,5,77,7.67679E+000,4.50133E-003,2.70973E+000,5.00000E+000,12.57000E-009,2.70973E+000
1,5,78,7.77780E+000,4.50270E-003,2.71296E+000,5.00000E+000,-2.99000E-009,2.71296E+000
1,5,79,7.87880E+000,4.50422E-003,2.71617E+000,5.00000E+000,-17.62000E-009,2.71617E+000
1,5,80,7.97980E+000,4.50561E-003,2.71943E+000,5.00000E+000,-6.13000E-009,2.71943E+000
1,5,81,8.08080E+000,4.50713E-003,2.72315E+000,5.00000E+000,13.62000E-009,2.72315E+000
1,5,82,8.18180E+000,4.50829E-003,2.72686E+000,5.00000E+000,10.26000E-009,2.72686E+000
1,5,83,8.28279E+000,4.50964E-003,2.73123E+000,5.00000E+000,-12.20000E-009,2.73123E+000
1,5,84,8.38380E+000,4.51086E-003,2.73493E+000,5.00000E+000,-11.84000E-009,2.73493E+000
1,5,85,8.48480E+000,4.51230E-003,2.73817E+000,5.00000E+000,3.50000E-009,2.73817E+000
1,5,86,8.58589E+000,4.51358E-003,2.74138E+000,5.00000E+000,17.86000E-009,2.74138E+000
1,5,87,8.68690E+000,4.51489E-003,2.74467E+000,5.00000E+000,4.25000E-009,2.74467E+000
1,5,88,8.78789E+000,4.51605E-003,2.74796E+000,5.00000E+000,-12.59000E-009,2.74796E+000
1,5,89,8.88889E+000,4.51736E-003,2.75117E+000,5.00000E+000,-14.42000E-009,2.75117E+000
1,5,90,8.98990E+000,4.51873E-003,2.75437E+000,5.00000E+000,1.78000E-009,2.75437E+000
1,5,91,9.09090E+000,4.52001E-003,2.75762E+000,5.00000E+000,15.65000E-009,2.75762E+000
1,5,92,9.19190E+000,4.52120E-003,2.76092E+000,5.00000E+000,7.48000E-009,2.76092E+000
1,5,93,9.29290E+000,4.52248E-003,2.76413E+000,5.00000E+000,-9.41000E-009,2.76413E+000
1,5,94,9.39390E+000,4.52372E-003,2.76744E+000,5.00000E+000,-16.61000E-009,2.76744E+000
1,5,95,9.49490E+000,4.52501E-003,2.77092E+000,5.00000E+000,1.46000E-009,2.77092E+000
1,5,96,9.59600E+000,4.52615E-003,2.77425E+000,5.00000E+000,15.43000E-009,2.77425E+000
1,5,97,9.69699E+000,4.52746E-003,2.77790E+000,5.00000E+000,4.90000E-009,2.77790E+000
1,5,98,9.79800E+000,4.52877E-003,2.78141E+000,5.00000E+000,-13.31000E-009,2.78141E+000
1,5,99,9.89900E+000,4.52995E-003,2.78480E+000,5.00000E+000,-12.76000E-009,2.78480E+000
1,5,100,9.99999E+000,4.53128E-003,2.78820E+000,5.00000E+000,3.66000E-009,2.78820E+000
